timestamp,signalQuality,attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,midGamma,label
"2026-07-28T02:03:55.506Z","0","23","54","81622","81190","10286","5228","8072","2474","894","678",""
"2026-07-28T02:03:56.634Z","0","27","40","188008","25940","2126","2675","3869","9718","879","525",""
"2026-07-28T02:03:58.590Z","0","34","53","401234","55902","18001","20653","14410","7350","8147","1991",""
"2026-07-28T02:04:00.834Z","0","47","64","245796","33584","15185","11092","8836","4836","2266","1576",""
"2026-07-28T02:04:02.603Z","26","47","64","1794794","262753","68006","55797","168297","66447","29044","9684",""
"2026-07-28T02:04:04.091Z","0","26","77","1965520","179204","61000","31304","33661","9576","11368","2513",""
"2026-07-28T02:04:04.362Z","0","24","69","140440","65101","12840","7607","7660","4621","1806","1906",""
"2026-07-28T02:04:05.729Z","0","13","63","116082","16237","4728","1842","1621","878","829","211",""
"2026-07-28T02:04:06.714Z","0","17","60","33275","36702","17279","6242","13818","8415","3699","2131",""
"2026-07-28T02:04:08.406Z","0","23","60","377114","156953","2316","42359","25007","18695","4537","2047",""
"2026-07-28T02:04:10.278Z","0","21","60","616712","90520","11952","22630","10791","7054","4921","2034",""
"2026-07-28T02:04:10.625Z","0","29","51","97393","6291","921","649","1194","647","266","133",""
"2026-07-28T02:04:11.418Z","0","20","51","1619876","914209","104021","153430","115710","38161","91870","26098",""
"2026-07-28T02:04:12.216Z","0","30","57","1807036","35225","37615","29943","16494","32068","9592","3522",""
"2026-07-28T02:04:18.492Z","0","30","63","1681241","377623","19926","44576","29254","41857","10677","4416",""
"2026-07-28T02:04:20.196Z","0","29","63","423493","21129","8585","3786","1621","4555","2304","394",""
"2026-07-28T02:04:21.360Z","0","35","75","683690","33507","48153","11249","10365","8283","4326","4206",""
"2026-07-28T02:04:23.130Z","0","54","75","460173","133501","15638","51928","39300","30202","8965","5295",""
"2026-07-28T02:04:26.130Z","0","41","56","99931","130485","22622","5845","11644","10343","5191","3378",""
"2026-07-28T02:04:40.566Z","0","40","64","725346","60457","18801","26239","13357","9480","9134","9784",""
"2026-07-28T02:04:42.612Z","0","34","54","833543","21117","3952","13704","5047","3650","11570","4638",""
"2026-07-28T02:04:50.670Z","0","21","74","1214484","165402","55270","36405","28309","13283","13739","5410",""
"2026-07-28T02:04:58.524Z","0","40","67","1290343","84452","48380","56684","25100","28637","32423","11434",""
"2026-07-28T02:04:59.286Z","0","35","63","55122","69424","4920","10260","5955","3601","2563","688",""
"2026-07-28T02:05:00.083Z","0","34","66","130258","39561","5840","5670","8422","3784","2350","767",""
"2026-07-28T02:05:00.917Z","0","35","64","1346788","72382","17514","46784","18112","24759","10095","6971",""
"2026-07-28T02:05:01.848Z","26","35","64","408417","48287","11824","13003","4243","2848","3338","1874",""
"2026-07-28T02:05:08.778Z","26","48","70","91472","6153","6654","14042","3320","4862","4410","2150",""
"2026-07-28T02:05:19.529Z","0","14","35","151866","66769","18656","13795","12647","7744","3589","2169",""
"2026-07-28T02:05:20.700Z","0","20","67","1751328","429753","426297","68995","47667","79977","78413","18540",""
"2026-07-28T02:05:24.017Z","0","44","77","628991","156380","81227","76403","28511","35755","11441","4393",""
"2026-07-28T02:05:24.582Z","0","51","74","2180519","416903","228319","264158","258497","160222","60013","136537",""
"2026-07-28T02:05:25.218Z","0","53","70","3552900","78933","66065","47677","57415","39140","34496","26079",""
"2026-07-28T02:05:26.009Z","0","44","70","334805","971745","150668","41467","74312","46733","51406","54951",""
"2026-07-28T02:05:26.808Z","51","44","70","1122927","20036","19578","34891","35200","17797","12024","2515",""
"2026-07-28T02:05:27.611Z","0","41","61","1656418","120359","4276","30186","19064","10321","7752","5470",""
"2026-07-28T02:05:29.802Z","0","37","54","603463","47830","5896","15554","8172","7573","5096","3383",""
"2026-07-28T02:05:32.316Z","0","26","40","323069","507011","16845","19914","104283","51256","29498","26823",""
"2026-07-28T02:05:33.113Z","0","30","44","75047","25581","10185","11428","5397","9713","6500","5645",""
"2026-07-28T02:05:33.906Z","0","29","40","774706","508229","21396","23398","16838","11453","19594","22240",""
"2026-07-28T02:05:34.704Z","0","40","40","1279942","217354","142361","145038","108589","128973","115597","40165",""
"2026-07-28T02:05:36.150Z","51","40","40","859291","186462","68268","54303","46073","62119","47849","18517",""
"2026-07-28T02:05:44.736Z","0","53","61","27062","15968","4986","1558","3737","4350","5996","2299",""
"2026-07-28T02:05:45.690Z","0","57","47","1391660","68203","5333","8269","10481","13644","9825","5280",""
"2026-07-28T02:05:47.082Z","0","75","50","742399","401001","243805","35026","185637","257436","97903","101055",""
"2026-07-28T02:05:48.636Z","0","66","54","55652","11237","4557","3138","1579","2098","771","1170",""
"2026-07-28T02:05:50.148Z","0","50","57","39730","39913","6340","10765","2804","1839","1359","1188",""
"2026-07-28T02:05:54.203Z","0","35","54","1814040","121718","31053","4302","30111","7320","7510","6478",""
"2026-07-28T02:05:55.002Z","0","47","60","981908","109145","106555","51893","84821","73712","10186","8415",""
"2026-07-28T02:05:55.793Z","0","47","74","1044842","29478","7225","71008","13573","25924","41985","9284",""
"2026-07-28T02:05:56.939Z","0","47","66","295913","168832","22914","14044","5767","13703","9166","10036",""
"2026-07-28T02:05:58.631Z","0","54","66","299711","23955","3564","3376","3329","3922","843","1352",""
"2026-07-28T02:05:59.627Z","0","50","64","80143","7893","2030","6381","8221","2506","3213","783",""
"2026-07-28T02:06:00.815Z","0","44","61","13033","5782","4528","879","486","1274","932","178",""
"2026-07-28T02:06:01.925Z","0","37","57","1068363","248505","5765","40996","15079","9618","7617","2484",""
"2026-07-28T02:06:03.006Z","0","29","38","137694","24939","3331","5045","4149","5388","3216","870",""
"2026-07-28T02:06:03.870Z","0","27","24","84090","30031","4354","2354","5452","3800","2077","659",""
"2026-07-28T02:06:05.981Z","51","27","24","1464600","473452","100457","26883","95011","81586","19569","5274",""
