timestamp,signalQuality,attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,midGamma,label
"2026-07-27T02:01:10.410Z","0","37","50","82121","16489","2088","11393","6284","5222","3627","1986",""
"2026-07-27T02:01:11.771Z","0","37","54","157409","43111","9483","9297","12738","9534","5156","3599",""
"2026-07-27T02:01:12.713Z","0","47","56","107670","7471","6528","6295","4238","8370","8802","7783",""
"2026-07-27T02:01:13.758Z","0","56","75","9233","6744","12708","6921","6959","20604","17553","6540",""
"2026-07-27T02:01:14.544Z","0","63","70","16625","10351","4860","2530","1000","7230","6769","7468",""
"2026-07-27T02:01:15.714Z","0","77","67","8156","8108","3584","1540","4242","12294","10155","4663",""
"2026-07-27T02:01:16.499Z","0","77","53","3430","16508","870","2862","3348","8785","8051","5902",""
"2026-07-27T02:01:18.161Z","0","70","56","3085","9827","965","15010","4300","9379","5647","6910",""
"2026-07-27T02:01:18.948Z","0","78","48","6164","6047","2024","2546","10445","9391","8381","2849",""
"2026-07-27T02:01:19.458Z","0","78","48","6164","6047","2024","2546","10445","9391","8381","2849","stay"
"2026-07-27T02:01:19.733Z","0","64","48","11015","33192","6969","2495","6084","8305","8379","6856",""
"2026-07-27T02:01:20.513Z","0","54","56","48466","40662","9590","7810","11217","7375","5641","4594",""
"2026-07-27T02:01:21.587Z","0","41","48","433190","62881","17042","9047","18537","5733","3016","3476",""
"2026-07-27T02:01:22.595Z","0","30","44","18265","19334","4115","1471","12141","5887","3460","3652",""
"2026-07-27T02:01:23.471Z","0","35","56","13484","5602","3702","5752","4071","4861","3227","1137",""
"2026-07-27T02:01:24.389Z","0","38","66","2483","4490","1030","6399","2138","2542","2606","930",""
"2026-07-27T02:01:25.643Z","0","41","64","1316","12023","3654","639","3117","1577","5646","6540",""
"2026-07-27T02:01:26.423Z","0","48","70","6087","3529","3678","1210","9062","4721","4312","2371",""
"2026-07-27T02:01:27.431Z","0","50","61","2515","3697","1028","1203","2144","2361","3442","3327",""
"2026-07-27T02:01:28.661Z","0","47","57","1416","12712","10032","1470","3734","3042","4021","4701",""
"2026-07-27T02:01:29.502Z","0","57","69","12737","3306","1269","7333","1573","5755","3384","2524",""
"2026-07-27T02:01:30.401Z","0","51","70","1430","13387","3358","2943","3188","4225","7501","5576",""
"2026-07-27T02:01:31.289Z","0","43","78","474018","43048","21603","8945","4697","8511","38131","3810",""
"2026-07-27T02:01:32.274Z","0","34","74","335403","164117","41736","34934","42265","8398","12719","3963",""
"2026-07-27T02:01:33.491Z","0","23","67","935450","311238","103739","114333","36348","81667","29086","18486",""
"2026-07-27T02:01:34.367Z","0","21","63","1664752","156682","26774","12077","32327","40704","22201","10243",""
"2026-07-27T02:01:35.489Z","0","10","67","929595","159213","173900","42284","54389","11040","11735","7401",""
"2026-07-27T02:01:36.785Z","0","20","66","795497","29512","4459","6995","5917","4678","2628","3705",""
"2026-07-27T02:01:37.571Z","0","17","57","63169","9416","1334","1007","1227","1290","2963","1387",""
"2026-07-27T02:01:38.357Z","0","11","61","258502","79975","7576","14812","4385","9170","5275","3447",""
"2026-07-27T02:01:39.395Z","0","20","44","77883","103259","15662","6437","6302","10316","4788","1736",""
"2026-07-27T02:01:40.439Z","0","13","48","349511","44509","11570","8340","4943","3179","1316","1046",""
"2026-07-27T02:01:41.759Z","0","11","57","89498","34024","19699","9180","11106","5677","3993","1770",""
"2026-07-27T02:01:42.545Z","0","10","56","1915151","173957","28590","16162","14586","15387","31038","5235",""
"2026-07-27T02:01:43.331Z","0","3","61","289163","273716","20657","68184","21430","12309","19827","7748",""
"2026-07-27T02:01:44.447Z","0","7","57","143166","84089","28277","3214","14677","9695","6111","2565",""
"2026-07-27T02:01:45.695Z","0","8","51","1327488","921257","203742","113234","63094","129170","54008","126947",""
"2026-07-27T02:01:46.505Z","0","1","54","509761","123788","30005","17458","8532","3560","9756","4051",""
"2026-07-27T02:01:47.285Z","0","1","34","1566363","399848","3620","4686","23487","12219","11632","4010",""
"2026-07-27T02:01:48.383Z","0","1","35","1659896","89827","21644","18227","19086","13812","13264","3371",""
"2026-07-27T02:01:49.224Z","0","1","41","635204","145653","46483","28835","8493","12517","16740","4643",""
"2026-07-27T02:01:50.195Z","0","3","38","498194","149024","12988","18115","12596","10453","8052","4814",""
"2026-07-27T02:01:51.197Z","0","7","50","312894","220657","11959","8429","3569","10977","4974","2005",""
"2026-07-27T02:01:52.103Z","0","14","53","10681","7865","6271","1572","3256","5920","3455","1494",""
"2026-07-27T02:01:53.201Z","0","26","51","6483","10804","7274","2721","8609","5210","4443","2737",""
"2026-07-27T02:01:54.726Z","0","30","61","25321","24116","3397","19195","7274","4645","5096","1936",""
"2026-07-27T02:01:55.775Z","0","47","78","6281","12025","6490","4868","4370","8158","3108","3160",""
"2026-07-27T02:01:56.651Z","0","48","81","4936","3837","3150","8024","4880","5943","3937","4219",""
"2026-07-27T02:01:57.437Z","0","53","81","20946","16854","4304","11115","21167","14930","6684","2006",""
"2026-07-27T02:01:58.631Z","0","67","74","36611","3940","53","4698","4447","7372","4877","716",""
"2026-07-27T02:01:59.513Z","0","60","67","26535","86689","13498","13494","11289","12253","4556","1900",""
"2026-07-27T02:02:00.299Z","0","44","61","545651","14117","2769","3142","1248","1362","2493","2570",""
"2026-07-27T02:02:01.289Z","0","50","60","28679","9682","6522","2067","6432","13390","6544","2531",""
"2026-07-27T02:02:02.465Z","0","37","66","7417","15165","12772","7268","9720","5310","1592","1568",""
"2026-07-27T02:02:03.911Z","0","37","78","11237","20799","21128","7053","4437","4876","4487","1677",""
"2026-07-27T02:02:04.697Z","0","35","69","313034","145921","13840","3524","3551","8630","8392","2958",""
"2026-07-27T02:02:05.837Z","0","13","69","98482","84228","14744","13281","6316","5897","3474","1247",""
"2026-07-27T02:02:06.629Z","0","13","64","968371","118731","36320","25182","14957","24254","25073","6644",""
"2026-07-27T02:02:07.415Z","0","14","60","356730","103580","52257","14135","13394","24923","68999","28651",""
